medal_type,medal_code,athlete_short_name,athlete_name,athlete_sex,country_code,discipline_code,event,country,discipline
Silver Medal,2,HOLLOWAY G,HOLLOWAY Grant,M,USA,ATH,Men's 110m Hurdles,United States of America,Athletics
Bronze Medal,3,LEVY R,LEVY Ronald,M,JAM,ATH,Men's 110m Hurdles,Jamaica,Athletics
Gold Medal,1,STANO M,STANO Massimo,M,ITA,ATH,Men's 20km Race Walk,Italy,Athletics
Silver Medal,2,IKEDA K,IKEDA Koki,M,JPN,ATH,Men's 20km Race Walk,Japan,Athletics
Bronze Medal,3,YAMANISHI T,YAMANISHI Toshikazu,M,JPN,ATH,Men's 20km Race Walk,Japan,Athletics
Gold Medal,1,GARDINER S,GARDINER Steven,M,BAH,ATH,Men's 400m,Bahamas,Athletics
Silver Medal,2,ZAMBRANO AJ,ZAMBRANO Anthony Jose,M,COL,ATH,Men's 400m,Colombia,Athletics
Bronze Medal,3,JAMES K,JAMES Kirani,M,GRN,ATH,Men's 400m,Grenada,Athletics
Gold Medal,1,CROUSER R,CROUSER Ryan,M,USA,ATH,Men's Shot Put,United States of America,Athletics
Silver Medal,2,KOVACS J,KOVACS Joe,M,USA,ATH,Men's Shot Put,United States of America,Athletics
Bronze Medal,3,WALSH T,WALSH Tomas,M,NZL,ATH,Men's Shot Put,New Zealand,Athletics
Gold Medal,1,PICHARDO P,PICHARDO Pedro,M,POR,ATH,Men's Triple Jump,Portugal,Athletics
Silver Medal,2,ZHU Y,ZHU Yaming,M,CHN,ATH,Men's Triple Jump,People's Republic of China,Athletics
Bronze Medal,3,ZANGO HF,ZANGO Hugues Fabrice,M,BUR,ATH,Men's Triple Jump,Burkina Faso,Athletics
Gold Medal,1,NAGEOTTE K,NAGEOTTE Katie,W,USA,ATH,Women's Pole Vault,United States of America,Athletics
Silver Medal,2,SIDOROVA A,SIDOROVA Anzhelika,W,ROC,ATH,Women's Pole Vault,ROC,Athletics
Bronze Medal,3,BRADSHAW H,BRADSHAW Holly,W,GBR,ATH,Women's Pole Vault,Great Britain,Athletics
Gold Medal,1,BATYRGAZIEV A,BATYRGAZIEV Albert,M,ROC,BOX,Men's Feather (52-57kg),ROC,Boxing
Silver Medal,2,RAGAN D,RAGAN Duke,M,USA,BOX,Men's Feather (52-57kg),United States of America,Boxing
Bronze Medal,3,BIBOSSINOV S,BIBOSSINOV Saken,M,KAZ,BOX,Men's Fly (48-52kg),Kazakhstan,Boxing
Bronze Medal,3,TANAKA R,TANAKA Ryomei,M,JPN,BOX,Men's Fly (48-52kg),Japan,Boxing
Bronze Medal,3,MARCIAL E,MARCIAL Eumir,M,PHI,BOX,Men's Middle (69-75kg),Philippines,Boxing
Bronze Medal,3,BAKSHI G,BAKSHI Gleb,M,ROC,BOX,Men's Middle (69-75kg),ROC,Boxing
Bronze Medal,3,SEESONDEE S,SEESONDEE Sudaporn,W,THA,BOX,Women's Light (57-60kg),Thailand,Boxing
Bronze Medal,3,POTKONEN MMJ,POTKONEN Mira Marjut Johanna,W,FIN,BOX,Women's Light (57-60kg),Finland,Boxing
Gold Medal,1,V.d WESTHUYZEN J.,van der WESTHUYZEN Jean,M,AUS,CSP,Men's Kayak Double 1000m,Australia,Canoe Sprint
Gold Medal,1,GREEN T,GREEN Thomas,M,AUS,CSP,Men's Kayak Double 1000m,Australia,Canoe Sprint
Silver Medal,2,SCHOPF J,SCHOPF Jacob,M,GER,CSP,Men's Kayak Double 1000m,Germany,Canoe Sprint
Silver Medal,2,HOFF M,HOFF Max,M,GER,CSP,Men's Kayak Double 1000m,Germany,Canoe Sprint
Bronze Medal,3,DOSTAL J,DOSTAL Josef,M,CZE,CSP,Men's Kayak Double 1000m,Czech Republic,Canoe Sprint
Bronze Medal,3,SLOUF R,SLOUF Radek,M,CZE,CSP,Men's Kayak Double 1000m,Czech Republic,Canoe Sprint
Gold Medal,1,TOTKA S,TOTKA Sandor,M,HUN,CSP,Men's Kayak Single 200m,Hungary,Canoe Sprint
Silver Medal,2,RIZZA M,RIZZA Manfredi,M,ITA,CSP,Men's Kayak Single 200m,Italy,Canoe Sprint
Bronze Medal,3,HEATH L,HEATH Liam,M,GBR,CSP,Men's Kayak Single 200m,Great Britain,Canoe Sprint
Gold Medal,1,HARRISON N,HARRISON Nevin,W,USA,CSP,Women's Canoe Single 200m,United States of America,Canoe Sprint
Silver Medal,2,VINCENT-LAPOINTE L,VINCENT-LAPOINTE Laurence,W,CAN,CSP,Women's Canoe Single 200m,Canada,Canoe Sprint
Bronze Medal,3,LUZAN L,LUZAN Liudmyla,W,UKR,CSP,Women's Canoe Single 200m,Ukraine,Canoe Sprint
Gold Medal,1,CARRINGTON L,CARRINGTON Lisa,W,NZL,CSP,Women's Kayak Single 500m,New Zealand,Canoe Sprint
Silver Medal,2,CSIPES T,CSIPES Tamara,W,HUN,CSP,Women's Kayak Single 500m,Hungary,Canoe Sprint
Bronze Medal,3,JORGENSEN EA,JORGENSEN Emma Aastrand,W,DEN,CSP,Women's Kayak Single 500m,Denmark,Canoe Sprint
Gold Medal,1,WALLS M,WALLS Matthew,M,GBR,CTR,Men's Omnium,Great Britain,Cycling Track
Silver Medal,2,STEWART C,STEWART Campbell,M,NZL,CTR,Men's Omnium,New Zealand,Cycling Track
Bronze Medal,3,VIVIANI E,VIVIANI Elia,M,ITA,CTR,Men's Omnium,Italy,Cycling Track
Gold Medal,1,BRASPENNINCX S,BRASPENNINCX Shanne,W,NED,CTR,Women's Keirin,Netherlands,Cycling Track
Silver Medal,2,ANDREWS E,ANDREWS Ellesse,W,NZL,CTR,Women's Keirin,New Zealand,Cycling Track
Bronze Medal,3,GENEST L,GENEST Lauriane,W,CAN,CTR,Women's Keirin,Canada,Cycling Track
Gold Medal,1,QUAN H,QUAN Hongchan,W,CHN,DIV,Women's 10m Platform,People's Republic of China,Diving
Silver Medal,2,CHEN Y,CHEN Yuxi,W,CHN,DIV,Women's 10m Platform,People's Republic of China,Diving
Bronze Medal,3,WU M,WU Melissa,W,AUS,DIV,Women's 10m Platform,Australia,Diving
Gold Medal,1,BOCCARD G,BOCCARD Gauthier,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,de KERPEL N,de KERPEL Nicolas,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,de SLOOVER A,de SLOOVER Arthur Anne-Marie Thierr,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,HENDRICKX ARP,HENDRICKX Alexander Robby P,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,LUYPAERT LFA,LUYPAERT Loick Fanny A,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,van AUBEL F,van AUBEL Florent,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,VANASCH V,VANASCH Vincent,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,BOON TA,BOON Tom Alain,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,BRIELS T,BRIELS Thomas,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,CHARLIER CDA,CHARLIER Cedric Daniel Andre,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,DENAYER FVB,DENAYER Felix Veronique B.,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,DOCKIER S,DOCKIER Sebastien,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,GOUGNARD SPF,GOUGNARD Simon Pierre F,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,KINA AST,KINA Antoine Sylvain T,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,MEURMANS AJJ,MEURMANS Augustin Jean J,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,WEGNEZ VNB,WEGNEZ Victor Nicky B,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,van DOREN A,van DOREN Arthur,M,BEL,HOC,Men,Belgium,Hockey
Gold Medal,1,DOHMEN JJDM,DOHMEN John-John Dominique M,M,BEL,HOC,Men,Belgium,Hockey
Silver Medal,2,CHARTER AL,CHARTER Andrew Lewis,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,MITTON TG,MITTON Trent Grant,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,OCKENDEN EC,OCKENDEN Edward Clive,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,WHETTON JT,WHETTON Jacob Thomas,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,ZALEWSKI A,ZALEWSKI Aran,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,BEALE DJ,BEALE Daniel James,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,WICKHAM TJ,WICKHAM Tom Joseph,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,DAWSON M,DAWSON Matthew,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,BRAND T,BRAND Tim,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,GOVERS B,GOVERS Blake,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,OGILVIE FA,OGILVIE Flynn Andrew,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,CRAIG TW,CRAIG Thomas William,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,HOWARD T,HOWARD Tim,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,BELTZ J,BELTZ Joshua,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,HAYWARD JT,HAYWARD Jeremy Thomas,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,SHARP LT,SHARP Lachlan Thomas,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,SIMMONDS J,SIMMONDS Joshua,M,AUS,HOC,Men,Australia,Hockey
Silver Medal,2,MARTIN D,MARTIN Dylan,M,AUS,HOC,Men,Australia,Hockey
Bronze Medal,3,PARATTU RAVEENDRAN,PARATTU RAVEENDRAN Sreejesh,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,SINGH H,SINGH Harmanpreet,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,LAKRA B,LAKRA Birendra,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,KUMAR S,KUMAR Surender,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,ROHIDAS A,ROHIDAS Amit,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,KUMAR V,KUMAR Varun,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,SINGH RP,SINGH Rupinder Pal,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,SINGH M,SINGH Manpreet,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,SUMIT,SUMIT,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,SHARMA N,SHARMA Nilakanta,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,SINGH H,SINGH Hardik,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,PRASAD VS,PRASAD Vivek Sagar,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,SINGH M,SINGH Mandeep,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,SINGH S,SINGH Shamsher,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,UPADHYAY LK,UPADHYAY Lalit Kumar,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,SINGH S,SINGH Simranjeet,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,SINGH D,SINGH Dilpreet,M,IND,HOC,Men,India,Hockey
Bronze Medal,3,SINGH G,SINGH Gurjant,M,IND,HOC,Men,India,Hockey
Gold Medal,1,da COSTA S,da COSTA Steven,M,FRA,KTE,Men's Kumite -67kg,France,Karate
Silver Medal,2,SAMDAN E,SAMDAN Eray,M,TUR,KTE,Men's Kumite -67kg,Turkey,Karate
Bronze Medal,3,ALMASATFA AR,ALMASATFA Abdel Rahman,M,JOR,KTE,Men's Kumite -67kg,Jordan,Karate
Bronze Medal,3,ASSADILOV D,ASSADILOV Darkhan,M,KAZ,KTE,Men's Kumite -67kg,Kazakhstan,Karate
Gold Medal,1,SANCHEZ JAIME S,SANCHEZ JAIME Sandra,W,ESP,KTE,Women's Kata,Spain,Karate
Silver Medal,2,SHIMIZU K,SHIMIZU Kiyou,W,JPN,KTE,Women's Kata,Japan,Karate
Bronze Medal,3,LAU MSG,LAU Mo Sheung Grace,W,HKG,KTE,Women's Kata,"Hong Kong, China",Karate
Bronze Medal,3,BOTTARO V,BOTTARO Viviana,W,ITA,KTE,Women's Kata,Italy,Karate
Gold Medal,1,GORANOVA I,GORANOVA Ivet,W,BUL,KTE,Women's Kumite -55kg,Bulgaria,Karate
Silver Medal,2,TERLIUGA A,TERLIUGA Anzhelika,W,UKR,KTE,Women's Kumite -55kg,Ukraine,Karate
Bronze Medal,3,PLANK B,PLANK Bettina,W,AUT,KTE,Women's Kumite -55kg,Austria,Karate
Bronze Medal,3,WEN T,WEN Tzuyun,W,TPE,KTE,Women's Kumite -55kg,Chinese Taipei,Karate
Gold Medal,1,WELLBROCK F,WELLBROCK Florian,M,GER,OWS,Men's 10km,Germany,Marathon Swimming
Silver Medal,2,RASOVSZKY K,RASOVSZKY Kristof,M,HUN,OWS,Men's 10km,Hungary,Marathon Swimming
Bronze Medal,3,PALTRINIERI G,PALTRINIERI Gregorio,M,ITA,OWS,Men's 10km,Italy,Marathon Swimming
Gold Medal,1,PALMER K,PALMER Keegan,M,AUS,SKB,Men's Park,Australia,Skateboarding
Silver Medal,2,BARROS P,BARROS Pedro,M,BRA,SKB,Men's Park,Brazil,Skateboarding
Bronze Medal,3,JUNEAU C,JUNEAU Cory,M,USA,SKB,Men's Park,United States of America,Skateboarding
Gold Medal,1,GINES LOPEZ A,GINES LOPEZ Alberto,M,ESP,CLB,Men's Combined,Spain,Sport Climbing
Silver Medal,2,COLEMAN N,COLEMAN Nathaniel,M,USA,CLB,Men's Combined,United States of America,Sport Climbing
Bronze Medal,3,SCHUBERT J,SCHUBERT Jakob,M,AUT,CLB,Men's Combined,Austria,Sport Climbing
Gold Medal,1,CHEN M,CHEN Meng,W,CHN,TTE,Women's Team,People's Republic of China,Table Tennis
Gold Medal,1,SUN Y,SUN Yingsha,W,CHN,TTE,Women's Team,People's Republic of China,Table Tennis
Gold Medal,1,WANG M,WANG Manyu,W,CHN,TTE,Women's Team,People's Republic of China,Table Tennis
Silver Medal,2,ISHIKAWA K,ISHIKAWA Kasumi,W,JPN,TTE,Women's Team,Japan,Table Tennis
Silver Medal,2,HIRANO M,HIRANO Miu,W,JPN,TTE,Women's Team,Japan,Table Tennis
Silver Medal,2,ITO M,ITO Mima,W,JPN,TTE,Women's Team,Japan,Table Tennis
Bronze Medal,3,DOO HK,DOO Hoi Kem,W,HKG,TTE,Women's Team,"Hong Kong, China",Table Tennis
Bronze Medal,3,LEE HC,LEE Ho Ching,W,HKG,TTE,Women's Team,"Hong Kong, China",Table Tennis
Bronze Medal,3,SOO WYM,SOO Wai Yam Minnie,W,HKG,TTE,Women's Team,"Hong Kong, China",Table Tennis
Gold Medal,1,UGUEV Z,UGUEV Zavur,M,ROC,WRE,Men's Freestyle 57kg,ROC,Wrestling
Silver Medal,2,RAVI K,RAVI Kumar,M,IND,WRE,Men's Freestyle 57kg,India,Wrestling
Bronze Medal,3,SANAYEV N,SANAYEV Nurislam,M,KAZ,WRE,Men's Freestyle 57kg,Kazakhstan,Wrestling
Bronze Medal,3,GILMAN TP,GILMAN Thomas Patrick,M,USA,WRE,Men's Freestyle 57kg,United States of America,Wrestling
Gold Medal,1,TAYLOR III DM,TAYLOR III David Morris,M,USA,WRE,Men's Freestyle 86kg,United States of America,Wrestling
Silver Medal,2,YAZDANICHARATI H,YAZDANICHARATI Hassan,M,IRI,WRE,Men's Freestyle 86kg,Islamic Republic of Iran,Wrestling
Bronze Medal,3,AMINE MN,AMINE Myles Nazem,M,SMR,WRE,Men's Freestyle 86kg,San Marino,Wrestling
Bronze Medal,3,NAIFONOV A,NAIFONOV Artur,M,ROC,WRE,Men's Freestyle 86kg,ROC,Wrestling
Gold Medal,1,KAWAI R,KAWAI Risako,W,JPN,WRE,Women's Freestyle 57kg,Japan,Wrestling
Silver Medal,2,KURACHKINA I,KURACHKINA Iryna,W,BLR,WRE,Women's Freestyle 57kg,Belarus,Wrestling
Bronze Medal,3,NIKOLOVA EG,NIKOLOVA Evelina Georgieva,W,BUL,WRE,Women's Freestyle 57kg,Bulgaria,Wrestling
Bronze Medal,3,MAROULIS HL,MAROULIS Helen Louise,W,USA,WRE,Women's Freestyle 57kg,United States of America,Wrestling
Gold Medal,1,JACOBS LM,JACOBS Lamont Marcell,M,ITA,ATH,Men's 4 x 100m Relay,Italy,Athletics
Gold Medal,1,TORTU F,TORTU Filippo,M,ITA,ATH,Men's 4 x 100m Relay,Italy,Athletics
Gold Medal,1,DESALU EF,DESALU Eseosa Fostine,M,ITA,ATH,Men's 4 x 100m Relay,Italy,Athletics
Gold Medal,1,PATTA L,PATTA Lorenzo,M,ITA,ATH,Men's 4 x 100m Relay,Italy,Athletics
Silver Medal,2,MITCHELL-BLAKE N,MITCHELL-BLAKE Nethaneel,M,GBR,ATH,Men's 4 x 100m Relay,Great Britain,Athletics
Silver Medal,2,KILTY R,KILTY Richard,M,GBR,ATH,Men's 4 x 100m Relay,Great Britain,Athletics
Silver Medal,2,UJAH C,UJAH Chijindu,M,GBR,ATH,Men's 4 x 100m Relay,Great Britain,Athletics
Silver Medal,2,HUGHES Z,HUGHES Zharnel,M,GBR,ATH,Men's 4 x 100m Relay,Great Britain,Athletics
Bronze Medal,3,RODNEY B,RODNEY Brendon,M,CAN,ATH,Men's 4 x 100m Relay,Canada,Athletics
Bronze Medal,3,de GRASSE A,de GRASSE Andre,M,CAN,ATH,Men's 4 x 100m Relay,Canada,Athletics
Bronze Medal,3,BLAKE J,BLAKE Jerome,M,CAN,ATH,Men's 4 x 100m Relay,Canada,Athletics
Bronze Medal,3,BROWN A,BROWN Aaron,M,CAN,ATH,Men's 4 x 100m Relay,Canada,Athletics
Gold Medal,1,CHEPTEGEI J,CHEPTEGEI Joshua,M,UGA,ATH,Men's 5000m,Uganda,Athletics
Silver Medal,2,AHMED M,AHMED Mohammed,M,CAN,ATH,Men's 5000m,Canada,Athletics
Bronze Medal,3,CHELIMO P,CHELIMO Paul,M,USA,ATH,Men's 5000m,United States of America,Athletics
Gold Medal,1,TOMALA D,TOMALA Dawid,M,POL,ATH,Men's 50km Race Walk,Poland,Athletics
Silver Medal,2,HILBERT J,HILBERT Jonathan,M,GER,ATH,Men's 50km Race Walk,Germany,Athletics
Bronze Medal,3,DUNFEE E,DUNFEE Evan,M,CAN,ATH,Men's 50km Race Walk,Canada,Athletics
Gold Medal,1,KIPYEGON F,KIPYEGON Faith,W,KEN,ATH,Women's 1500m,Kenya,Athletics
Silver Medal,2,MUIR L,MUIR Laura,W,GBR,ATH,Women's 1500m,Great Britain,Athletics
Bronze Medal,3,HASSAN S,HASSAN Sifan,W,NED,ATH,Women's 1500m,Netherlands,Athletics
Gold Medal,1,PALMISANO A,PALMISANO Antonella,W,ITA,ATH,Women's 20km Race Walk,Italy,Athletics
Silver Medal,2,ARENAS SL,ARENAS Sandra Lorena,W,COL,ATH,Women's 20km Race Walk,Colombia,Athletics
Bronze Medal,3,LIU H,LIU Hong,W,CHN,ATH,Women's 20km Race Walk,People's Republic of China,Athletics
Gold Medal,1,MORRISON N,MORRISON Natasha,W,JAM,ATH,Women's 4 x 100m Relay,Jamaica,Athletics
Gold Medal,1,BURCHELL R,BURCHELL Remona,W,JAM,ATH,Women's 4 x 100m Relay,Jamaica,Athletics
Gold Medal,1,THOMPSON-HERAH E,THOMPSON-HERAH Elaine,W,JAM,ATH,Women's 4 x 100m Relay,Jamaica,Athletics
Gold Medal,1,WILLIAMS B,WILLIAMS Briana,W,JAM,ATH,Women's 4 x 100m Relay,Jamaica,Athletics
Gold Medal,1,JACKSON S,JACKSON Shericka,W,JAM,ATH,Women's 4 x 100m Relay,Jamaica,Athletics
Gold Medal,1,FRASER-PRYCE SA,FRASER-PRYCE Shelly-Ann,W,JAM,ATH,Women's 4 x 100m Relay,Jamaica,Athletics
Silver Medal,2,DANIELS T,DANIELS Teahna,W,USA,ATH,Women's 4 x 100m Relay,United States of America,Athletics
Silver Medal,2,THOMAS G,THOMAS Gabrielle,W,USA,ATH,Women's 4 x 100m Relay,United States of America,Athletics
Silver Medal,2,GARDNER E,GARDNER English,W,USA,ATH,Women's 4 x 100m Relay,United States of America,Athletics
Silver Medal,2,OLIVER J,OLIVER Javianne,W,USA,ATH,Women's 4 x 100m Relay,United States of America,Athletics
Silver Medal,2,PRANDINI J,PRANDINI Jenna,W,USA,ATH,Women's 4 x 100m Relay,United States of America,Athletics
Silver Medal,2,HOBBS A,HOBBS Aleia,W,USA,ATH,Women's 4 x 100m Relay,United States of America,Athletics
Bronze Medal,3,LANSIQUOT I,LANSIQUOT Imani,W,GBR,ATH,Women's 4 x 100m Relay,Great Britain,Athletics
Bronze Medal,3,NEITA D,NEITA Daryll,W,GBR,ATH,Women's 4 x 100m Relay,Great Britain,Athletics
Bronze Medal,3,PHILIP A,PHILIP Asha,W,GBR,ATH,Women's 4 x 100m Relay,Great Britain,Athletics
Bronze Medal,3,ASHER-SMITH D,ASHER-SMITH Dina,W,GBR,ATH,Women's 4 x 100m Relay,Great Britain,Athletics
Gold Medal,1,MILLER-UIBO S,MILLER-UIBO Shaunae,W,BAH,ATH,Women's 400m,Bahamas,Athletics
Silver Medal,2,PAULINO M,PAULINO Marileidy,W,DOM,ATH,Women's 400m,Dominican Republic,Athletics
Bronze Medal,3,FELIX A,FELIX Allyson,W,USA,ATH,Women's 400m,United States of America,Athletics
Gold Medal,1,LIU S,LIU Shiying,W,CHN,ATH,Women's Javelin Throw,People's Republic of China,Athletics
Silver Medal,2,ANDREJCZYK M,ANDREJCZYK Maria,W,POL,ATH,Women's Javelin Throw,Poland,Athletics
Bronze Medal,3,BARBER KL,BARBER Kelsey-Lee,W,AUS,ATH,Women's Javelin Throw,Australia,Athletics
Gold Medal,1,KLINEMAN A,KLINEMAN Alix,W,USA,VBV,Women,United States of America,Beach Volleyball
Gold Medal,1,ROSS A,ROSS April,W,USA,VBV,Women,United States of America,Beach Volleyball
Silver Medal,2,CLANCY T,CLANCY Taliqua,W,AUS,VBV,Women,Australia,Beach Volleyball
Silver Medal,2,ARTACHO del SOLAR,ARTACHO del SOLAR Mariafe,W,AUS,VBV,Women,Australia,Beach Volleyball
Bronze Medal,3,HEIDRICH J,HEIDRICH Joana,W,SUI,VBV,Women,Switzerland,Beach Volleyball
Bronze Medal,3,VERGE-DEPRE A,VERGE-DEPRE Anouk,W,SUI,VBV,Women,Switzerland,Beach Volleyball
Gold Medal,1,la CRUZ J,la CRUZ Julio,M,CUB,BOX,Men's Heavy (81-91kg),Cuba,Boxing
Silver Medal,2,GADZHIMAGOMEDOV M,GADZHIMAGOMEDOV Muslim,M,ROC,BOX,Men's Heavy (81-91kg),ROC,Boxing
Bronze Medal,3,GARSIDE H,GARSIDE Harry,M,AUS,BOX,Men's Light (57-63kg),Australia,Boxing
Bronze Medal,3,BACHKOV H,BACHKOV Hovhannes,M,ARM,BOX,Men's Light (57-63kg),Armenia,Boxing
Bronze Medal,3,FONTIJN N,FONTIJN Nouchka,W,NED,BOX,Women's Middle (69-75kg),Netherlands,Boxing
Bronze Medal,3,MAGOMEDALIEVA Z,MAGOMEDALIEVA Zenfira,W,ROC,BOX,Women's Middle (69-75kg),ROC,Boxing
Gold Medal,1,LAVREYSEN H,LAVREYSEN Harrie,M,NED,CTR,Men's Sprint,Netherlands,Cycling Track
Silver Medal,2,HOOGLAND J,HOOGLAND Jeffrey,M,NED,CTR,Men's Sprint,Netherlands,Cycling Track
Bronze Medal,3,CARLIN J,CARLIN Jack,M,GBR,CTR,Men's Sprint,Great Britain,Cycling Track
Gold Medal,1,ARCHIBALD K,ARCHIBALD Katie,W,GBR,CTR,Women's Madison,Great Britain,Cycling Track
Gold Medal,1,KENNY L,KENNY Laura,W,GBR,CTR,Women's Madison,Great Britain,Cycling Track
Silver Medal,2,DIDERIKSEN A,DIDERIKSEN Amalie,W,DEN,CTR,Women's Madison,Denmark,Cycling Track
Silver Medal,2,LETH J,LETH Julie,W,DEN,CTR,Women's Madison,Denmark,Cycling Track
Bronze Medal,3,NOVOLODSKAIA M,NOVOLODSKAIA Mariia,W,ROC,CTR,Women's Madison,ROC,Cycling Track
Bronze Medal,3,KHATUNTSEVA G,KHATUNTSEVA Gulnaz,W,ROC,CTR,Women's Madison,ROC,Cycling Track
Gold Medal,1,BECKIE J,BECKIE Janine,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,BUCHANAN K,BUCHANAN Kadeisha,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,CARLE G,CARLE Gabrielle,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,CHAPMAN A,CHAPMAN Allysha,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,FLEMING J,FLEMING Jessie,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,GILLES V,GILLES Vanessa,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,GROSSO J,GROSSO Julia,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,HUITEMA J,HUITEMA Jordyn,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,LABBE S,LABBE Stephanie,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,LAWRENCE A,LAWRENCE Ashley,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,LEON A,LEON Adriana,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,McLEOD E,McLEOD Erin,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,PRINCE N,PRINCE Nichelle,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,QUINN,QUINN,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,RIVIERE J,RIVIERE Jayde,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,ROSE D,ROSE Deanne,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,SCHMIDT S,SCHMIDT Sophie,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,SCOTT D,SCOTT Desiree,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,SHERIDAN K,SHERIDAN Kailen,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,SINCLAIR C,SINCLAIR Christine,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,VIENS E,VIENS Evelyne,W,CAN,FBL,Women,Canada,Football
Gold Medal,1,ZADORSKY S,ZADORSKY Shelina,W,CAN,FBL,Women,Canada,Football
Silver Medal,2,ILESTEDT A,ILESTEDT Amanda,W,SWE,FBL,Women,Sweden,Football
Silver Medal,2,ANVEGARD A,ANVEGARD Anna,W,SWE,FBL,Women,Sweden,Football
Silver Medal,2,SEGER C,SEGER Caroline,W,SWE,FBL,Women,Sweden,Football
Silver Medal,2,KULLBERG E,KULLBERG Emma,W,SWE,FBL,Women,Sweden,Football
Silver Medal,2,ANGELDAL F,ANGELDAL Filippa,W,SWE,FBL,Women,Sweden,Football
Silver Medal,2,ROLFO F,ROLFO Fridolina,W,SWE,FBL,Women,Sweden,Football
Silver Medal,2,BENNISON H,BENNISON Hanna,W,SWE,FBL,Women,Sweden,Football
Silver Medal,2,GLAS H,GLAS Hanna,W,SWE,FBL,Women,Sweden,Football
Silver Medal,2,LINDAHL H,LINDAHL Hedvig,W,SWE,FBL,Women,Sweden,Football
Silver Medal,2,FALK J,FALK Jennifer,W,SWE,FBL,Women,Sweden,Football
Silver Medal,2,ANDERSSON J,ANDERSSON Jonna,W,SWE,FBL,Women,Sweden,Football
